user_id,signup_date,region,plan_tier,device,signup_source,mobile_only_user,posts_first_week,comments_first_week,shares_first_week,sessions_per_week,profile_completeness,invites_sent,session_duration_avg,support_tickets,retention_30d
u_003329,2025-06-09 00:00:00+00:00,US,free,both,organic,0,0,1,0,2.1,0.27,1,9.6,0,0
u_003330,2026-02-13 00:00:00+00:00,APAC,free,mobile,referral,1,1,3,0,2.3,0.44,0,72.9,0,1
u_003331,2025-07-14 00:00:00+00:00,US,pro,both,paid,0,0,2,1,2.8,0.34,1,18.7,0,0
u_003332,2025-08-01 00:00:00+00:00,US,free,web,organic,0,0,3,0,2.6,0.07,0,6.8,0,0
u_003333,2025-06-11 00:00:00+00:00,US,free,web,paid,0,1,0,0,2.8,0.26,0,9.5,1,1
u_003334,2026-02-04 00:00:00+00:00,US,free,web,organic,0,0,2,0,4.4,0.42,0,12.0,0,1
u_003335,2025-05-27 00:00:00+00:00,US,pro,web,organic,0,1,1,0,0.9,0.06,0,12.7,0,0
u_003336,2025-07-25 00:00:00+00:00,US,free,web,paid,0,0,2,0,3.6,0.51,2,7.1,0,1
u_003337,2026-03-04 00:00:00+00:00,APAC,free,mobile,organic,1,1,2,0,3.9,0.26,1,1.4,0,0
u_003338,2025-08-11 00:00:00+00:00,US,free,mobile,direct,1,0,1,0,8.6,0.24,0,5.9,0,0
u_003339,2025-08-15 00:00:00+00:00,US,pro,web,paid,0,0,0,1,2.4,0.41,0,4.8,0,1
u_003340,2026-04-22 00:00:00+00:00,US,free,mobile,organic,1,0,2,0,3.6,0.49,0,7.2,1,0
u_003341,2025-12-08 00:00:00+00:00,APAC,free,web,direct,0,1,1,0,4.9,0.09,0,4.3,0,1
u_003342,2025-07-07 00:00:00+00:00,US,pro,web,paid,0,0,0,0,3.5,0.35,1,12.6,0,0
u_003343,2026-05-08 00:00:00+00:00,US,free,web,organic,0,0,1,1,0.4,0.44,0,39.2,0,0
u_003344,2025-06-04 00:00:00+00:00,US,free,mobile,paid,1,0,3,0,0.4,0.12,0,16.9,0,0
u_003345,2025-11-17 00:00:00+00:00,EU,free,mobile,direct,1,1,1,0,2.2,0.23,3,7.3,2,0
u_003346,2026-01-13 00:00:00+00:00,EU,free,mobile,organic,1,1,0,0,2.6,0.31,0,26.0,0,0
u_003347,2026-04-24 00:00:00+00:00,EU,free,web,organic,0,2,5,0,3.3,0.44,0,16.5,0,1
u_003348,2025-10-13 00:00:00+00:00,EU,free,web,paid,0,0,1,0,0.8,0.08,0,13.9,0,1
u_003349,2025-05-28 00:00:00+00:00,US,free,both,organic,0,1,3,0,4.0,0.06,2,4.9,0,1
u_003350,2025-12-23 00:00:00+00:00,US,free,web,organic,0,0,2,0,0.8,0.56,1,6.9,0,1
u_003351,2025-07-24 00:00:00+00:00,US,free,web,paid,0,2,1,0,3.5,0.19,1,12.4,0,0
u_003352,2026-01-27 00:00:00+00:00,US,enterprise,web,direct,0,1,3,0,1.1,0.34,0,43.4,0,1
u_003353,2025-07-26 00:00:00+00:00,US,free,web,referral,0,1,2,1,3.9,0.24,0,24.4,0,1
u_003354,2025-06-07 00:00:00+00:00,US,free,mobile,organic,1,1,1,0,5.0,0.3,0,12.4,0,1
u_003355,2026-04-25 00:00:00+00:00,US,free,web,organic,0,0,1,0,1.3,0.17,0,8.8,0,0
u_003356,2026-02-14 00:00:00+00:00,EU,pro,mobile,organic,1,1,2,0,3.5,0.22,0,14.2,0,0
u_003357,2026-05-21 00:00:00+00:00,US,free,both,organic,0,0,2,0,2.9,0.06,1,11.9,0,1
u_003358,2025-08-16 00:00:00+00:00,EU,free,web,paid,0,0,0,1,1.3,0.1,1,26.4,2,0
u_003359,2026-02-15 00:00:00+00:00,EU,free,web,organic,0,0,2,0,0.8,0.25,0,3.2,0,0
u_003360,2025-06-05 00:00:00+00:00,US,free,both,referral,0,0,1,1,4.1,0.18,0,8.0,0,0
u_003361,2025-07-24 00:00:00+00:00,US,pro,mobile,paid,1,1,0,0,7.8,0.27,0,14.2,0,0
u_003362,2026-03-31 00:00:00+00:00,EU,pro,both,paid,0,1,2,1,2.1,0.13,0,24.2,0,1
u_003363,2025-10-24 00:00:00+00:00,EU,pro,web,direct,0,2,2,0,0.4,0.31,0,36.9,0,1
u_003364,2025-12-08 00:00:00+00:00,US,free,mobile,paid,1,0,0,1,0.2,0.34,2,2.4,0,0
u_003365,2025-09-27 00:00:00+00:00,US,free,both,direct,0,1,0,0,2.7,0.1,0,4.4,0,0
u_003366,2025-10-19 00:00:00+00:00,EU,free,web,referral,0,0,3,2,0.6,0.37,4,7.3,0,1
u_003367,2026-04-07 00:00:00+00:00,EU,pro,both,paid,0,0,0,0,0.5,0.24,1,2.9,0,1
u_003368,2025-10-05 00:00:00+00:00,US,pro,mobile,organic,1,0,0,1,1.2,0.16,2,29.4,0,1
u_003369,2025-12-06 00:00:00+00:00,US,pro,both,organic,0,3,0,1,4.0,0.24,0,8.6,1,1
u_003370,2026-01-29 00:00:00+00:00,APAC,free,web,direct,0,1,1,0,3.8,0.49,0,19.8,0,1
u_003371,2025-12-05 00:00:00+00:00,US,pro,web,organic,0,1,0,0,4.2,0.28,1,6.7,1,1
u_003372,2025-06-18 00:00:00+00:00,APAC,free,web,direct,0,0,0,0,1.7,0.15,0,10.8,0,1
u_003373,2025-05-31 00:00:00+00:00,US,pro,both,organic,0,1,1,0,1.8,0.1,0,2.6,0,1
u_003374,2026-01-24 00:00:00+00:00,US,free,web,referral,0,0,0,0,5.2,0.27,2,3.3,0,1
u_003375,2025-08-14 00:00:00+00:00,US,free,web,organic,0,0,2,1,2.0,0.2,1,3.4,0,0
u_003376,2025-08-10 00:00:00+00:00,US,free,both,direct,0,0,3,0,0.8,0.37,0,2.0,0,1
u_003377,2026-04-05 00:00:00+00:00,APAC,enterprise,web,organic,0,3,2,0,1.3,0.24,0,17.6,1,1
u_003378,2025-11-19 00:00:00+00:00,US,free,mobile,organic,1,1,1,0,4.2,0.17,2,7.7,0,1
u_003379,2025-12-07 00:00:00+00:00,Other,free,web,direct,0,0,2,0,3.4,0.28,0,18.1,0,0
u_003380,2025-11-30 00:00:00+00:00,US,free,mobile,organic,1,1,0,1,2.2,0.21,0,7.1,0,1
u_003381,2025-08-15 00:00:00+00:00,APAC,free,web,organic,0,0,1,0,0.5,0.23,3,19.1,0,1
u_003382,2025-06-07 00:00:00+00:00,APAC,pro,mobile,direct,1,0,2,0,3.4,0.04,1,16.6,1,0
u_003383,2025-08-10 00:00:00+00:00,EU,free,mobile,referral,1,1,3,0,1.9,0.07,0,7.0,0,1
u_003384,2026-04-23 00:00:00+00:00,US,free,web,organic,0,0,0,0,0.7,0.25,1,9.1,2,1
u_003385,2025-12-08 00:00:00+00:00,EU,pro,web,paid,0,1,0,0,4.1,0.18,0,10.3,0,1
u_003386,2025-06-08 00:00:00+00:00,US,free,web,organic,0,0,1,0,2.0,0.23,0,18.9,0,0
u_003387,2025-07-27 00:00:00+00:00,APAC,free,mobile,organic,1,0,0,1,2.6,0.16,0,7.6,0,0
u_003388,2025-07-01 00:00:00+00:00,US,free,web,paid,0,0,2,0,5.7,0.06,0,10.3,0,0
u_003389,2025-12-01 00:00:00+00:00,US,free,web,organic,0,0,1,0,3.2,0.26,0,2.4,0,0
u_003390,2025-08-04 00:00:00+00:00,US,free,web,paid,0,1,3,0,3.9,0.29,3,3.8,1,1
u_003391,2026-05-11 00:00:00+00:00,EU,free,mobile,organic,1,0,0,1,2.5,0.29,1,4.3,1,0
u_003392,2025-12-12 00:00:00+00:00,Other,free,mobile,direct,1,2,1,0,4.5,0.15,0,11.7,0,0
u_003393,2025-07-31 00:00:00+00:00,US,pro,web,paid,0,0,0,0,0.9,0.27,0,4.4,0,0
u_003394,2025-11-20 00:00:00+00:00,EU,pro,both,organic,0,0,3,0,0.5,0.21,0,8.5,0,0
u_003395,2025-05-26 00:00:00+00:00,APAC,pro,mobile,direct,1,0,3,0,0.8,0.24,0,6.8,0,0
u_003396,2026-05-10 00:00:00+00:00,US,free,both,referral,0,0,2,0,1.8,0.13,0,7.8,0,0
u_003397,2026-02-11 00:00:00+00:00,US,free,mobile,organic,1,1,2,0,3.9,0.17,0,15.5,0,1
u_003398,2025-12-14 00:00:00+00:00,EU,enterprise,web,direct,0,0,1,1,1.6,0.26,0,8.8,0,0
u_003399,2025-09-22 00:00:00+00:00,EU,pro,both,organic,0,0,3,0,3.8,0.29,1,6.3,0,0
u_003400,2026-02-07 00:00:00+00:00,US,free,both,organic,0,0,1,0,2.7,0.45,1,10.7,0,0
u_003401,2025-12-26 00:00:00+00:00,APAC,free,mobile,organic,1,0,2,0,8.7,0.57,0,28.2,0,0
u_003402,2025-11-09 00:00:00+00:00,US,free,web,organic,0,1,0,0,2.8,0.61,0,8.1,0,0
u_003403,2025-12-26 00:00:00+00:00,APAC,free,web,paid,0,0,2,0,1.5,0.26,3,2.8,0,1
u_003404,2025-11-10 00:00:00+00:00,APAC,free,mobile,paid,1,1,3,1,3.6,0.19,0,2.6,0,0
u_003405,2025-06-23 00:00:00+00:00,APAC,free,web,direct,0,0,1,0,2.6,0.15,1,5.9,1,1
u_003406,2025-10-23 00:00:00+00:00,US,enterprise,mobile,organic,1,0,1,0,0.9,0.16,0,3.0,1,1
u_003407,2025-06-07 00:00:00+00:00,US,free,web,organic,0,0,0,0,2.2,0.19,0,1.1,0,0
u_003408,2026-01-04 00:00:00+00:00,US,free,mobile,organic,1,0,1,0,2.1,0.36,1,5.8,0,0
u_003409,2026-04-14 00:00:00+00:00,US,free,web,organic,0,0,2,0,2.2,0.07,0,10.0,1,0
u_003410,2025-08-26 00:00:00+00:00,EU,pro,web,direct,0,1,1,1,1.0,0.65,0,22.4,0,0
u_003411,2025-08-31 00:00:00+00:00,US,pro,web,referral,0,0,1,2,7.9,0.54,0,7.3,0,0
u_003412,2026-03-18 00:00:00+00:00,US,free,both,referral,0,0,4,0,0.6,0.32,0,9.5,0,0
u_003413,2026-03-19 00:00:00+00:00,US,free,mobile,referral,1,0,2,0,5.8,0.08,0,11.2,0,0
u_003414,2026-04-15 00:00:00+00:00,US,free,both,organic,0,0,0,0,2.4,0.22,1,7.9,0,1
u_003415,2025-11-11 00:00:00+00:00,US,pro,mobile,organic,1,0,0,0,1.1,0.59,1,4.3,1,1
u_003416,2026-01-14 00:00:00+00:00,EU,free,both,organic,0,0,4,0,7.1,0.45,0,42.0,0,0
u_003417,2025-08-04 00:00:00+00:00,EU,pro,mobile,referral,1,1,1,0,0.1,0.61,1,3.4,0,1
u_003418,2025-06-18 00:00:00+00:00,US,free,both,organic,0,0,1,1,1.1,0.14,1,10.3,0,0
u_003419,2026-03-03 00:00:00+00:00,APAC,free,both,organic,0,0,0,1,2.1,0.2,1,4.0,1,0
u_003420,2025-12-06 00:00:00+00:00,APAC,free,mobile,paid,1,0,2,1,1.3,0.07,0,8.1,0,0
u_003421,2026-01-25 00:00:00+00:00,US,free,web,organic,0,0,0,0,2.3,0.19,0,10.3,0,1
u_003422,2026-03-17 00:00:00+00:00,EU,free,mobile,paid,1,0,1,1,3.7,0.44,0,6.3,0,0
u_003423,2025-06-13 00:00:00+00:00,US,free,web,organic,0,2,2,0,0.8,0.56,1,2.8,0,1
u_003424,2025-08-28 00:00:00+00:00,US,pro,web,paid,0,0,1,0,2.9,0.16,0,5.6,1,0
u_003425,2025-12-22 00:00:00+00:00,US,free,mobile,organic,1,0,0,0,4.0,0.2,1,18.2,0,0
u_003426,2026-03-31 00:00:00+00:00,US,enterprise,both,direct,0,0,1,0,0.8,0.16,0,2.2,0,0
u_003427,2026-04-26 00:00:00+00:00,APAC,free,web,referral,0,1,0,0,2.7,0.3,1,27.2,0,0
u_003428,2025-09-17 00:00:00+00:00,APAC,free,web,organic,0,0,4,0,2.1,0.23,0,8.0,0,0
u_003429,2025-12-22 00:00:00+00:00,APAC,pro,both,referral,0,0,1,1,1.0,0.04,0,13.1,0,1
u_003430,2026-05-17 00:00:00+00:00,EU,pro,web,referral,0,0,3,0,1.1,0.43,0,3.2,0,0
u_003431,2025-12-10 00:00:00+00:00,EU,free,web,paid,0,0,1,0,1.1,0.15,0,6.6,1,0
u_003432,2025-12-29 00:00:00+00:00,Other,pro,mobile,direct,1,0,0,0,1.6,0.48,0,4.3,0,0
u_003433,2025-08-12 00:00:00+00:00,US,free,both,referral,0,1,2,0,1.7,0.43,1,9.4,0,0
u_003434,2025-11-07 00:00:00+00:00,US,free,mobile,organic,1,0,1,0,6.0,0.11,1,3.1,1,0
u_003435,2026-01-16 00:00:00+00:00,EU,free,mobile,organic,1,0,1,0,3.1,0.52,1,4.5,0,0
u_003436,2026-05-10 00:00:00+00:00,US,free,web,organic,0,1,1,0,3.1,0.46,0,38.6,0,1
u_003437,2026-04-07 00:00:00+00:00,US,free,web,paid,0,0,2,0,2.6,0.6,3,12.4,0,0
u_003438,2025-10-19 00:00:00+00:00,US,free,both,direct,0,0,2,1,2.8,0.19,1,10.0,0,0
u_003439,2025-08-12 00:00:00+00:00,EU,pro,both,paid,0,0,1,0,3.3,0.05,0,9.9,0,0
u_003440,2026-03-10 00:00:00+00:00,US,pro,web,organic,0,0,3,0,0.9,0.44,1,23.7,0,1
u_003441,2026-01-07 00:00:00+00:00,US,pro,web,direct,0,0,2,0,2.2,0.42,0,6.7,0,1
u_003442,2026-04-20 00:00:00+00:00,US,pro,web,referral,0,0,2,0,1.1,0.44,2,15.6,0,0
u_003443,2026-05-12 00:00:00+00:00,US,free,web,organic,0,0,0,1,4.7,0.57,0,1.1,0,0
u_003444,2025-09-03 00:00:00+00:00,APAC,free,web,direct,0,0,0,0,1.5,0.1,0,6.7,0,1
u_003445,2025-07-24 00:00:00+00:00,US,free,web,organic,0,1,0,0,3.3,0.14,1,5.8,0,1
u_003446,2025-08-06 00:00:00+00:00,EU,free,both,paid,0,0,0,1,3.8,0.07,1,4.9,0,0
u_003447,2025-06-05 00:00:00+00:00,EU,free,web,paid,0,2,2,0,2.9,0.08,0,13.3,0,0
u_003448,2025-09-16 00:00:00+00:00,US,free,mobile,direct,1,1,0,0,2.7,0.13,0,6.6,0,0
u_003449,2025-06-06 00:00:00+00:00,APAC,free,mobile,organic,1,1,1,1,2.4,0.25,0,6.5,0,0
u_003450,2026-02-08 00:00:00+00:00,EU,free,both,organic,0,1,0,2,3.9,0.17,1,3.9,0,1
u_003451,2025-10-09 00:00:00+00:00,EU,free,both,paid,0,0,1,0,1.2,0.25,0,5.4,1,0
u_003452,2026-02-04 00:00:00+00:00,US,free,web,direct,0,1,1,1,3.1,0.13,1,1.5,0,0
u_003453,2026-02-16 00:00:00+00:00,US,free,web,organic,0,0,1,0,0.4,0.46,1,5.7,0,0
u_003454,2026-02-08 00:00:00+00:00,Other,enterprise,mobile,organic,1,0,1,0,1.5,0.5,0,2.4,0,0
u_003455,2025-07-11 00:00:00+00:00,EU,free,web,direct,0,0,2,0,1.6,0.19,0,25.4,1,1
u_003456,2025-08-25 00:00:00+00:00,APAC,pro,web,referral,0,0,1,0,0.7,0.17,0,13.3,0,0
u_003457,2026-03-20 00:00:00+00:00,APAC,pro,web,organic,0,0,2,0,2.7,0.4,2,15.3,0,1
u_003458,2025-11-13 00:00:00+00:00,US,free,both,organic,0,0,0,0,1.3,0.1,0,2.6,0,0
u_003459,2025-08-23 00:00:00+00:00,EU,free,web,paid,0,0,3,0,5.3,0.26,0,14.4,1,0
u_003460,2025-08-21 00:00:00+00:00,US,free,mobile,paid,1,1,1,0,2.0,0.11,0,4.3,0,0
u_003461,2025-07-09 00:00:00+00:00,EU,free,web,paid,0,0,5,0,3.7,0.12,0,9.2,0,0
u_003462,2025-09-05 00:00:00+00:00,US,free,mobile,referral,1,0,1,0,4.7,0.17,0,6.4,1,1
u_003463,2025-06-19 00:00:00+00:00,US,pro,web,organic,0,0,1,0,3.4,0.17,2,2.5,0,0
u_003464,2025-08-15 00:00:00+00:00,EU,enterprise,both,referral,0,2,0,2,1.8,0.48,0,3.2,0,1
u_003465,2025-10-28 00:00:00+00:00,EU,free,mobile,organic,1,1,1,0,2.4,0.18,0,12.5,0,1
u_003466,2026-04-05 00:00:00+00:00,EU,free,web,direct,0,0,0,0,0.7,0.3,0,12.2,0,1
u_003467,2025-06-08 00:00:00+00:00,US,free,web,organic,0,0,1,0,3.7,0.34,1,2.5,0,0
u_003468,2025-11-26 00:00:00+00:00,US,pro,both,organic,0,1,2,1,9.0,0.34,0,18.3,1,1
u_003469,2026-05-10 00:00:00+00:00,Other,free,both,organic,0,0,2,1,4.5,0.11,1,5.4,0,0
u_003470,2025-12-02 00:00:00+00:00,US,free,web,organic,0,1,1,0,1.7,0.21,0,2.6,0,0
u_003471,2026-05-10 00:00:00+00:00,US,pro,web,organic,0,2,0,0,1.8,0.28,2,4.8,0,1
u_003472,2026-02-20 00:00:00+00:00,EU,free,web,paid,0,0,1,0,4.6,0.32,1,2.5,0,1
u_003473,2025-08-19 00:00:00+00:00,US,free,web,direct,0,0,1,0,0.8,0.17,0,4.1,1,1
u_003474,2025-08-15 00:00:00+00:00,EU,free,web,paid,0,1,1,2,1.4,0.51,1,5.0,0,1
u_003475,2025-05-24 00:00:00+00:00,US,free,web,paid,0,0,2,0,1.5,0.44,0,11.2,0,1
u_003476,2026-03-06 00:00:00+00:00,APAC,free,web,organic,0,3,0,0,0.4,0.09,1,14.2,1,1
u_003477,2026-03-31 00:00:00+00:00,APAC,free,both,referral,0,0,1,0,3.2,0.25,0,17.3,0,0
u_003478,2026-02-05 00:00:00+00:00,APAC,free,both,organic,0,1,0,0,1.7,0.41,0,13.9,0,1
u_003479,2026-01-07 00:00:00+00:00,EU,pro,both,organic,0,0,2,0,1.7,0.32,2,1.6,1,0
u_003480,2026-02-22 00:00:00+00:00,US,free,mobile,organic,1,0,1,0,2.6,0.22,0,2.3,0,0
u_003481,2025-05-29 00:00:00+00:00,EU,pro,mobile,organic,1,1,1,0,0.6,0.24,0,17.8,0,0
u_003482,2025-08-04 00:00:00+00:00,APAC,free,web,paid,0,0,1,0,2.2,0.15,1,5.1,0,1
u_003483,2025-07-09 00:00:00+00:00,EU,pro,mobile,organic,1,0,1,1,0.6,0.26,1,6.6,0,0
u_003484,2025-09-27 00:00:00+00:00,EU,free,web,organic,0,0,2,0,3.2,0.37,0,12.3,0,0
u_003485,2025-12-25 00:00:00+00:00,EU,pro,mobile,referral,1,1,0,0,5.0,0.26,0,20.7,0,0
u_003486,2026-02-11 00:00:00+00:00,EU,free,both,organic,0,0,2,0,3.7,0.16,0,10.8,0,0
u_003487,2025-07-02 00:00:00+00:00,EU,free,both,paid,0,0,0,0,1.5,0.53,1,3.7,0,0
u_003488,2026-04-03 00:00:00+00:00,US,free,web,organic,0,0,3,0,3.4,0.09,0,2.8,0,0
u_003489,2025-12-10 00:00:00+00:00,US,free,mobile,direct,1,0,1,0,1.9,0.51,2,3.1,0,1
u_003490,2026-04-25 00:00:00+00:00,EU,pro,web,referral,0,1,1,1,2.5,0.16,0,19.7,0,0
u_003491,2026-01-20 00:00:00+00:00,US,enterprise,web,organic,0,0,2,0,3.3,0.27,1,14.7,0,0
u_003492,2025-06-20 00:00:00+00:00,APAC,pro,web,direct,0,0,1,1,0.1,0.21,0,7.7,0,0
u_003493,2025-10-21 00:00:00+00:00,EU,free,web,organic,0,2,1,1,0.4,0.11,0,2.4,0,0
u_003494,2026-04-19 00:00:00+00:00,US,pro,mobile,organic,1,0,0,0,2.0,0.08,0,15.1,0,0
u_003495,2026-02-11 00:00:00+00:00,APAC,pro,web,paid,0,0,1,0,1.2,0.13,1,8.6,0,0
u_003496,2026-03-25 00:00:00+00:00,EU,free,web,referral,0,2,1,0,2.3,0.1,2,4.0,0,0
u_003497,2025-09-26 00:00:00+00:00,EU,free,both,organic,0,1,2,0,2.6,0.31,0,7.1,0,0
u_003498,2025-12-18 00:00:00+00:00,US,free,mobile,organic,1,0,0,0,1.5,0.05,0,11.1,1,0
u_003499,2026-02-06 00:00:00+00:00,APAC,free,web,organic,0,0,1,0,1.8,0.1,1,5.2,0,1
u_003500,2025-09-15 00:00:00+00:00,US,free,mobile,paid,1,1,1,0,1.0,0.2,0,3.2,0,0
u_003501,2025-11-19 00:00:00+00:00,EU,pro,mobile,direct,1,0,2,1,2.8,0.47,0,8.6,0,0
u_003502,2025-09-09 00:00:00+00:00,US,free,mobile,organic,1,0,0,0,4.0,0.61,0,9.0,0,0
u_003503,2025-08-14 00:00:00+00:00,EU,free,mobile,direct,1,0,4,0,0.6,0.32,2,1.6,0,0
u_003504,2026-03-23 00:00:00+00:00,EU,free,both,organic,0,1,1,0,3.9,0.28,1,7.0,0,1
u_003505,2025-07-13 00:00:00+00:00,EU,pro,web,referral,0,1,2,0,3.1,0.11,1,3.8,0,1
u_003506,2026-04-20 00:00:00+00:00,US,enterprise,mobile,direct,1,0,1,0,3.7,0.39,1,10.8,0,0
u_003507,2026-05-09 00:00:00+00:00,APAC,pro,web,paid,0,2,1,0,5.1,0.27,0,1.9,0,0
u_003508,2026-05-05 00:00:00+00:00,EU,free,both,organic,0,0,1,0,1.5,0.02,1,2.7,0,0
u_003509,2025-09-01 00:00:00+00:00,US,free,web,organic,0,0,2,0,4.6,0.1,1,1.1,0,0
u_003510,2026-04-28 00:00:00+00:00,Other,free,web,organic,0,1,1,0,5.2,0.66,1,10.3,0,0
u_003511,2025-07-03 00:00:00+00:00,EU,free,both,paid,0,1,2,0,0.7,0.44,1,2.2,0,0
u_003512,2025-08-27 00:00:00+00:00,Other,free,mobile,direct,1,0,3,0,2.6,0.01,0,2.6,1,0
u_003513,2025-08-28 00:00:00+00:00,Other,free,web,organic,0,0,2,0,2.5,0.42,0,6.9,0,0
u_003514,2026-01-28 00:00:00+00:00,APAC,pro,web,organic,0,1,0,0,5.4,0.29,0,6.5,0,0
u_003515,2026-02-28 00:00:00+00:00,EU,free,web,organic,0,1,1,0,10.6,0.34,1,12.3,1,1
u_003516,2026-01-27 00:00:00+00:00,EU,pro,both,paid,0,2,5,0,3.7,0.27,0,13.3,0,0
u_003517,2025-08-24 00:00:00+00:00,US,free,web,paid,0,1,3,0,8.0,0.23,1,18.3,0,0
u_003518,2026-03-07 00:00:00+00:00,US,free,web,organic,0,0,0,0,1.3,0.24,0,26.9,0,0
u_003519,2025-08-03 00:00:00+00:00,EU,free,mobile,referral,1,1,0,0,3.5,0.15,1,17.0,1,0
u_003520,2026-01-14 00:00:00+00:00,US,free,web,organic,0,0,5,1,2.2,0.46,0,9.6,0,1
u_003521,2026-03-19 00:00:00+00:00,APAC,free,web,paid,0,0,1,0,3.3,0.13,0,8.8,0,1
u_003522,2025-12-30 00:00:00+00:00,US,free,both,organic,0,1,0,0,3.8,0.4,1,12.1,1,1
u_003523,2025-06-25 00:00:00+00:00,US,free,web,organic,0,1,2,0,4.2,0.08,0,1.5,0,1
u_003524,2026-02-02 00:00:00+00:00,US,free,both,paid,0,0,2,1,1.8,0.24,1,6.5,1,0
u_003525,2026-02-13 00:00:00+00:00,US,free,both,paid,0,1,1,1,2.1,0.09,0,1.7,0,1
u_003526,2025-09-01 00:00:00+00:00,US,pro,web,organic,0,1,1,0,4.0,0.35,2,4.1,1,1
u_003527,2025-06-12 00:00:00+00:00,US,pro,mobile,referral,1,2,1,0,2.9,0.39,1,2.3,0,1
u_003528,2026-03-02 00:00:00+00:00,APAC,free,both,paid,0,1,2,0,1.4,0.05,0,10.1,0,1
u_003529,2025-11-22 00:00:00+00:00,US,free,mobile,organic,1,0,3,1,2.1,0.57,0,12.0,0,1
u_003530,2025-08-10 00:00:00+00:00,US,free,mobile,direct,1,0,0,0,4.8,0.39,1,19.5,0,0
u_003531,2026-04-06 00:00:00+00:00,US,free,web,direct,0,1,2,0,1.1,0.34,1,3.4,0,0
u_003532,2026-03-06 00:00:00+00:00,US,free,web,organic,0,0,2,0,2.3,0.18,0,4.4,0,0
u_003533,2025-09-07 00:00:00+00:00,US,free,mobile,direct,1,0,2,0,0.8,0.22,1,17.6,1,0
u_003534,2026-02-08 00:00:00+00:00,EU,free,web,referral,0,0,0,0,5.1,0.21,0,4.9,0,0
u_003535,2025-10-28 00:00:00+00:00,EU,enterprise,web,organic,0,1,0,0,10.9,0.27,0,4.2,0,1
u_003536,2025-12-02 00:00:00+00:00,US,free,mobile,paid,1,1,1,2,6.1,0.44,0,13.1,0,0
u_003537,2025-08-18 00:00:00+00:00,EU,pro,web,organic,0,0,0,0,1.6,0.2,1,11.2,0,0
u_003538,2025-11-28 00:00:00+00:00,US,free,both,paid,0,0,0,0,1.6,0.31,2,15.9,0,1
u_003539,2026-02-03 00:00:00+00:00,US,free,both,direct,0,0,2,0,4.9,0.44,1,10.9,0,0
u_003540,2026-02-07 00:00:00+00:00,APAC,pro,both,organic,0,0,4,0,4.5,0.26,0,5.4,0,0
u_003541,2026-05-03 00:00:00+00:00,US,free,web,paid,0,0,1,1,6.7,0.44,0,22.2,0,0
u_003542,2026-04-10 00:00:00+00:00,APAC,free,web,organic,0,0,2,0,2.4,0.02,0,15.0,0,1
u_003543,2026-03-22 00:00:00+00:00,US,enterprise,both,paid,0,1,0,0,0.9,0.28,1,7.3,0,1
u_003544,2025-07-08 00:00:00+00:00,US,free,web,referral,0,0,3,0,2.4,0.08,0,15.0,0,0
u_003545,2025-11-30 00:00:00+00:00,US,free,mobile,organic,1,0,1,1,2.2,0.03,0,7.3,0,0
u_003546,2025-06-02 00:00:00+00:00,US,free,mobile,paid,1,1,3,0,9.4,0.25,2,3.5,1,1
u_003547,2026-05-07 00:00:00+00:00,Other,free,web,organic,0,1,1,0,3.8,0.41,2,8.1,0,0
u_003548,2025-05-28 00:00:00+00:00,US,free,web,referral,0,1,0,1,0.4,0.19,0,34.5,0,0
u_003549,2025-09-25 00:00:00+00:00,APAC,free,mobile,referral,1,0,2,0,3.9,0.56,0,17.0,0,0
u_003550,2025-11-24 00:00:00+00:00,APAC,pro,web,paid,0,0,1,0,5.2,0.12,0,10.3,0,0
u_003551,2025-11-20 00:00:00+00:00,EU,free,both,organic,0,0,0,0,4.6,0.35,0,3.6,0,0
u_003552,2025-06-09 00:00:00+00:00,US,free,mobile,paid,1,1,1,0,4.4,0.09,0,2.9,0,0
u_003553,2026-03-08 00:00:00+00:00,US,free,web,paid,0,0,5,0,2.9,0.17,0,6.1,0,0
u_003554,2026-01-22 00:00:00+00:00,US,free,mobile,paid,1,0,2,0,2.1,0.18,0,4.5,0,0
u_003555,2025-08-05 00:00:00+00:00,EU,pro,web,paid,0,0,1,0,0.9,0.29,0,7.5,0,1
u_003556,2026-05-18 00:00:00+00:00,US,free,web,direct,0,1,3,0,7.0,0.1,1,8.3,0,1
u_003557,2025-09-27 00:00:00+00:00,APAC,free,both,organic,0,2,0,0,3.6,0.17,1,2.4,0,1
u_003558,2025-10-10 00:00:00+00:00,EU,pro,mobile,organic,1,0,1,0,1.6,0.45,0,3.8,0,1
u_003559,2025-11-04 00:00:00+00:00,US,pro,mobile,direct,1,0,2,0,2.7,0.39,0,5.6,0,1
u_003560,2025-12-13 00:00:00+00:00,EU,pro,both,organic,0,0,1,0,0.9,0.14,0,10.5,0,0
u_003561,2025-09-02 00:00:00+00:00,US,free,mobile,direct,1,1,0,0,2.7,0.4,1,10.8,0,0
u_003562,2025-06-18 00:00:00+00:00,APAC,free,web,paid,0,0,1,1,5.7,0.29,0,3.2,1,0
u_003563,2025-10-19 00:00:00+00:00,US,free,web,direct,0,1,1,2,3.9,0.43,0,2.8,1,1
u_003564,2025-07-27 00:00:00+00:00,Other,free,web,paid,0,1,1,0,5.0,0.22,0,3.5,0,0
u_003565,2026-05-20 00:00:00+00:00,APAC,pro,web,referral,0,0,1,0,4.8,0.43,0,14.0,0,0
